
--- TRAIN SPLIT (4800 samples) ---
ID: scene00000 | Difficulty: 2.0 | Files: scene00000_horizontalOnly_rot_binaural.npz -> scene00000_horizontalOnly_AMBIX.npy
ID: scene01062 | Difficulty: 3.0 | Files: scene01062_horizontalOnly_rot_binaural.npz -> scene01062_horizontalOnly_AMBIX.npy
ID: scene01063 | Difficulty: 4.0 | Files: scene01063_horizontalOnly_rot_binaural.npz -> scene01063_horizontalOnly_AMBIX.npy
ID: scene01064 | Difficulty: 2.0 | Files: scene01064_horizontalOnly_rot_binaural.npz -> scene01064_horizontalOnly_AMBIX.npy
ID: scene01065 | Difficulty: 1.0 | Files: scene01065_horizontalOnly_rot_binaural.npz -> scene01065_horizontalOnly_AMBIX.npy
ID: scene01066 | Difficulty: 3.0 | Files: scene01066_horizontalOnly_rot_binaural.npz -> scene01066_horizontalOnly_AMBIX.npy
ID: scene01067 | Difficulty: 4.0 | Files: scene01067_horizontalOnly_rot_binaural.npz -> scene01067_horizontalOnly_AMBIX.npy
ID: scene01068 | Difficulty: 5.0 | Files: scene01068_horizontalOnly_rot_binaural.npz -> scene01068_horizontalOnly_AMBIX.npy
ID: scene01069 | Difficulty: 3.0 | Files: scene01069_horizontalOnly_rot_binaural.npz -> scene01069_horizontalOnly_AMBIX.npy
ID: scene01070 | Difficulty: 2.0 | Files: scene01070_horizontalOnly_rot_binaural.npz -> scene01070_horizontalOnly_AMBIX.npy
ID: scene01071 | Difficulty: 2.0 | Files: scene01071_horizontalOnly_rot_binaural.npz -> scene01071_horizontalOnly_AMBIX.npy
ID: scene01072 | Difficulty: 1.0 | Files: scene01072_horizontalOnly_rot_binaural.npz -> scene01072_horizontalOnly_AMBIX.npy
ID: scene01073 | Difficulty: 1.0 | Files: scene01073_horizontalOnly_rot_binaural.npz -> scene01073_horizontalOnly_AMBIX.npy
ID: scene01074 | Difficulty: 3.0 | Files: scene01074_horizontalOnly_rot_binaural.npz -> scene01074_horizontalOnly_AMBIX.npy
ID: scene01075 | Difficulty: 2.0 | Files: scene01075_horizontalOnly_rot_binaural.npz -> scene01075_horizontalOnly_AMBIX.npy
ID: scene01076 | Difficulty: 3.0 | Files: scene01076_horizontalOnly_rot_binaural.npz -> scene01076_horizontalOnly_AMBIX.npy
ID: scene01077 | Difficulty: 3.0 | Files: scene01077_horizontalOnly_rot_binaural.npz -> scene01077_horizontalOnly_AMBIX.npy
ID: scene01078 | Difficulty: 3.0 | Files: scene01078_horizontalOnly_rot_binaural.npz -> scene01078_horizontalOnly_AMBIX.npy
ID: scene01079 | Difficulty: 1.0 | Files: scene01079_horizontalOnly_rot_binaural.npz -> scene01079_horizontalOnly_AMBIX.npy
ID: scene01080 | Difficulty: 2.0 | Files: scene01080_horizontalOnly_rot_binaural.npz -> scene01080_horizontalOnly_AMBIX.npy
ID: scene01081 | Difficulty: 2.0 | Files: scene01081_horizontalOnly_rot_binaural.npz -> scene01081_horizontalOnly_AMBIX.npy
ID: scene01082 | Difficulty: 4.0 | Files: scene01082_horizontalOnly_rot_binaural.npz -> scene01082_horizontalOnly_AMBIX.npy
ID: scene01083 | Difficulty: 6.0 | Files: scene01083_horizontalOnly_rot_binaural.npz -> scene01083_horizontalOnly_AMBIX.npy
ID: scene01084 | Difficulty: 2.0 | Files: scene01084_horizontalOnly_rot_binaural.npz -> scene01084_horizontalOnly_AMBIX.npy
ID: scene01085 | Difficulty: 1.0 | Files: scene01085_horizontalOnly_rot_binaural.npz -> scene01085_horizontalOnly_AMBIX.npy
ID: scene01086 | Difficulty: 4.0 | Files: scene01086_horizontalOnly_rot_binaural.npz -> scene01086_horizontalOnly_AMBIX.npy
ID: scene01087 | Difficulty: 5.0 | Files: scene01087_horizontalOnly_rot_binaural.npz -> scene01087_horizontalOnly_AMBIX.npy
ID: scene01088 | Difficulty: 7.0 | Files: scene01088_horizontalOnly_rot_binaural.npz -> scene01088_horizontalOnly_AMBIX.npy
ID: scene01089 | Difficulty: 4.0 | Files: scene01089_horizontalOnly_rot_binaural.npz -> scene01089_horizontalOnly_AMBIX.npy
ID: scene01090 | Difficulty: 3.0 | Files: scene01090_horizontalOnly_rot_binaural.npz -> scene01090_horizontalOnly_AMBIX.npy
ID: scene01091 | Difficulty: 3.0 | Files: scene01091_horizontalOnly_rot_binaural.npz -> scene01091_horizontalOnly_AMBIX.npy
ID: scene01092 | Difficulty: 3.0 | Files: scene01092_horizontalOnly_rot_binaural.npz -> scene01092_horizontalOnly_AMBIX.npy
ID: scene01093 | Difficulty: 1.0 | Files: scene01093_horizontalOnly_rot_binaural.npz -> scene01093_horizontalOnly_AMBIX.npy
ID: scene01094 | Difficulty: 4.0 | Files: scene01094_horizontalOnly_rot_binaural.npz -> scene01094_horizontalOnly_AMBIX.npy
ID: scene01095 | Difficulty: 2.0 | Files: scene01095_horizontalOnly_rot_binaural.npz -> scene01095_horizontalOnly_AMBIX.npy
ID: scene01096 | Difficulty: 3.0 | Files: scene01096_horizontalOnly_rot_binaural.npz -> scene01096_horizontalOnly_AMBIX.npy
ID: scene01097 | Difficulty: 1.0 | Files: scene01097_horizontalOnly_rot_binaural.npz -> scene01097_horizontalOnly_AMBIX.npy
ID: scene01098 | Difficulty: 2.0 | Files: scene01098_horizontalOnly_rot_binaural.npz -> scene01098_horizontalOnly_AMBIX.npy
ID: scene01099 | Difficulty: 1.0 | Files: scene01099_horizontalOnly_rot_binaural.npz -> scene01099_horizontalOnly_AMBIX.npy
ID: scene01100 | Difficulty: 4.0 | Files: scene01100_horizontalOnly_rot_binaural.npz -> scene01100_horizontalOnly_AMBIX.npy
ID: scene01101 | Difficulty: 3.0 | Files: scene01101_horizontalOnly_rot_binaural.npz -> scene01101_horizontalOnly_AMBIX.npy
ID: scene01102 | Difficulty: 2.0 | Files: scene01102_horizontalOnly_rot_binaural.npz -> scene01102_horizontalOnly_AMBIX.npy
ID: scene01103 | Difficulty: 2.0 | Files: scene01103_horizontalOnly_rot_binaural.npz -> scene01103_horizontalOnly_AMBIX.npy
ID: scene01104 | Difficulty: 2.0 | Files: scene01104_horizontalOnly_rot_binaural.npz -> scene01104_horizontalOnly_AMBIX.npy
ID: scene01105 | Difficulty: 3.0 | Files: scene01105_horizontalOnly_rot_binaural.npz -> scene01105_horizontalOnly_AMBIX.npy
ID: scene01106 | Difficulty: 3.0 | Files: scene01106_horizontalOnly_rot_binaural.npz -> scene01106_horizontalOnly_AMBIX.npy
ID: scene01107 | Difficulty: 2.0 | Files: scene01107_horizontalOnly_rot_binaural.npz -> scene01107_horizontalOnly_AMBIX.npy
ID: scene01108 | Difficulty: 1.0 | Files: scene01108_horizontalOnly_rot_binaural.npz -> scene01108_horizontalOnly_AMBIX.npy
ID: scene01109 | Difficulty: 3.0 | Files: scene01109_horizontalOnly_rot_binaural.npz -> scene01109_horizontalOnly_AMBIX.npy
ID: scene01110 | Difficulty: 2.0 | Files: scene01110_horizontalOnly_rot_binaural.npz -> scene01110_horizontalOnly_AMBIX.npy
ID: scene01111 | Difficulty: 5.0 | Files: scene01111_horizontalOnly_rot_binaural.npz -> scene01111_horizontalOnly_AMBIX.npy
ID: scene01112 | Difficulty: 4.0 | Files: scene01112_horizontalOnly_rot_binaural.npz -> scene01112_horizontalOnly_AMBIX.npy
ID: scene01113 | Difficulty: 2.0 | Files: scene01113_horizontalOnly_rot_binaural.npz -> scene01113_horizontalOnly_AMBIX.npy
ID: scene01114 | Difficulty: 1.0 | Files: scene01114_horizontalOnly_rot_binaural.npz -> scene01114_horizontalOnly_AMBIX.npy
ID: scene01115 | Difficulty: 3.0 | Files: scene01115_horizontalOnly_rot_binaural.npz -> scene01115_horizontalOnly_AMBIX.npy
ID: scene01116 | Difficulty: 1.0 | Files: scene01116_horizontalOnly_rot_binaural.npz -> scene01116_horizontalOnly_AMBIX.npy
ID: scene01117 | Difficulty: 4.0 | Files: scene01117_horizontalOnly_rot_binaural.npz -> scene01117_horizontalOnly_AMBIX.npy
ID: scene01118 | Difficulty: 1.0 | Files: scene01118_horizontalOnly_rot_binaural.npz -> scene01118_horizontalOnly_AMBIX.npy
ID: scene01119 | Difficulty: 2.0 | Files: scene01119_horizontalOnly_rot_binaural.npz -> scene01119_horizontalOnly_AMBIX.npy
ID: scene01120 | Difficulty: 4.0 | Files: scene01120_horizontalOnly_rot_binaural.npz -> scene01120_horizontalOnly_AMBIX.npy
ID: scene01121 | Difficulty: 2.0 | Files: scene01121_horizontalOnly_rot_binaural.npz -> scene01121_horizontalOnly_AMBIX.npy
ID: scene01122 | Difficulty: 1.0 | Files: scene01122_horizontalOnly_rot_binaural.npz -> scene01122_horizontalOnly_AMBIX.npy
ID: scene01123 | Difficulty: 2.0 | Files: scene01123_horizontalOnly_rot_binaural.npz -> scene01123_horizontalOnly_AMBIX.npy
ID: scene01124 | Difficulty: 1.0 | Files: scene01124_horizontalOnly_rot_binaural.npz -> scene01124_horizontalOnly_AMBIX.npy
ID: scene01125 | Difficulty: 3.0 | Files: scene01125_horizontalOnly_rot_binaural.npz -> scene01125_horizontalOnly_AMBIX.npy
ID: scene01126 | Difficulty: 2.0 | Files: scene01126_horizontalOnly_rot_binaural.npz -> scene01126_horizontalOnly_AMBIX.npy
ID: scene01127 | Difficulty: 1.0 | Files: scene01127_horizontalOnly_rot_binaural.npz -> scene01127_horizontalOnly_AMBIX.npy
ID: scene01128 | Difficulty: 3.0 | Files: scene01128_horizontalOnly_rot_binaural.npz -> scene01128_horizontalOnly_AMBIX.npy
ID: scene01129 | Difficulty: 4.0 | Files: scene01129_horizontalOnly_rot_binaural.npz -> scene01129_horizontalOnly_AMBIX.npy
ID: scene01130 | Difficulty: 2.0 | Files: scene01130_horizontalOnly_rot_binaural.npz -> scene01130_horizontalOnly_AMBIX.npy
ID: scene01131 | Difficulty: 2.0 | Files: scene01131_horizontalOnly_rot_binaural.npz -> scene01131_horizontalOnly_AMBIX.npy
ID: scene01132 | Difficulty: 4.0 | Files: scene01132_horizontalOnly_rot_binaural.npz -> scene01132_horizontalOnly_AMBIX.npy
ID: scene01133 | Difficulty: 3.0 | Files: scene01133_horizontalOnly_rot_binaural.npz -> scene01133_horizontalOnly_AMBIX.npy
ID: scene01134 | Difficulty: 2.0 | Files: scene01134_horizontalOnly_rot_binaural.npz -> scene01134_horizontalOnly_AMBIX.npy
ID: scene01135 | Difficulty: 2.0 | Files: scene01135_horizontalOnly_rot_binaural.npz -> scene01135_horizontalOnly_AMBIX.npy
ID: scene01136 | Difficulty: 2.0 | Files: scene01136_horizontalOnly_rot_binaural.npz -> scene01136_horizontalOnly_AMBIX.npy
ID: scene01137 | Difficulty: 4.0 | Files: scene01137_horizontalOnly_rot_binaural.npz -> scene01137_horizontalOnly_AMBIX.npy
ID: scene01138 | Difficulty: 4.0 | Files: scene01138_horizontalOnly_rot_binaural.npz -> scene01138_horizontalOnly_AMBIX.npy
ID: scene01139 | Difficulty: 2.0 | Files: scene01139_horizontalOnly_rot_binaural.npz -> scene01139_horizontalOnly_AMBIX.npy
ID: scene01140 | Difficulty: 4.0 | Files: scene01140_horizontalOnly_rot_binaural.npz -> scene01140_horizontalOnly_AMBIX.npy
ID: scene01141 | Difficulty: 2.0 | Files: scene01141_horizontalOnly_rot_binaural.npz -> scene01141_horizontalOnly_AMBIX.npy
ID: scene01142 | Difficulty: 2.0 | Files: scene01142_horizontalOnly_rot_binaural.npz -> scene01142_horizontalOnly_AMBIX.npy
ID: scene01143 | Difficulty: 1.0 | Files: scene01143_horizontalOnly_rot_binaural.npz -> scene01143_horizontalOnly_AMBIX.npy
ID: scene01144 | Difficulty: 2.0 | Files: scene01144_horizontalOnly_rot_binaural.npz -> scene01144_horizontalOnly_AMBIX.npy
ID: scene01145 | Difficulty: 3.0 | Files: scene01145_horizontalOnly_rot_binaural.npz -> scene01145_horizontalOnly_AMBIX.npy
ID: scene01146 | Difficulty: 3.0 | Files: scene01146_horizontalOnly_rot_binaural.npz -> scene01146_horizontalOnly_AMBIX.npy
ID: scene01147 | Difficulty: 2.0 | Files: scene01147_horizontalOnly_rot_binaural.npz -> scene01147_horizontalOnly_AMBIX.npy
ID: scene01148 | Difficulty: 3.0 | Files: scene01148_horizontalOnly_rot_binaural.npz -> scene01148_horizontalOnly_AMBIX.npy
ID: scene01149 | Difficulty: 2.0 | Files: scene01149_horizontalOnly_rot_binaural.npz -> scene01149_horizontalOnly_AMBIX.npy
ID: scene01150 | Difficulty: 4.0 | Files: scene01150_horizontalOnly_rot_binaural.npz -> scene01150_horizontalOnly_AMBIX.npy
ID: scene01151 | Difficulty: 1.0 | Files: scene01151_horizontalOnly_rot_binaural.npz -> scene01151_horizontalOnly_AMBIX.npy
ID: scene01152 | Difficulty: 2.0 | Files: scene01152_horizontalOnly_rot_binaural.npz -> scene01152_horizontalOnly_AMBIX.npy
ID: scene01153 | Difficulty: 2.0 | Files: scene01153_horizontalOnly_rot_binaural.npz -> scene01153_horizontalOnly_AMBIX.npy
ID: scene01154 | Difficulty: 1.0 | Files: scene01154_horizontalOnly_rot_binaural.npz -> scene01154_horizontalOnly_AMBIX.npy
ID: scene01155 | Difficulty: 1.0 | Files: scene01155_horizontalOnly_rot_binaural.npz -> scene01155_horizontalOnly_AMBIX.npy
ID: scene01156 | Difficulty: 3.0 | Files: scene01156_horizontalOnly_rot_binaural.npz -> scene01156_horizontalOnly_AMBIX.npy
ID: scene01157 | Difficulty: 2.0 | Files: scene01157_horizontalOnly_rot_binaural.npz -> scene01157_horizontalOnly_AMBIX.npy
ID: scene01158 | Difficulty: 4.0 | Files: scene01158_horizontalOnly_rot_binaural.npz -> scene01158_horizontalOnly_AMBIX.npy
ID: scene01159 | Difficulty: 2.0 | Files: scene01159_horizontalOnly_rot_binaural.npz -> scene01159_horizontalOnly_AMBIX.npy
ID: scene01160 | Difficulty: 3.0 | Files: scene01160_horizontalOnly_rot_binaural.npz -> scene01160_horizontalOnly_AMBIX.npy
ID: scene01161 | Difficulty: 2.0 | Files: scene01161_horizontalOnly_rot_binaural.npz -> scene01161_horizontalOnly_AMBIX.npy
ID: scene01162 | Difficulty: 2.0 | Files: scene01162_horizontalOnly_rot_binaural.npz -> scene01162_horizontalOnly_AMBIX.npy
ID: scene01163 | Difficulty: 1.0 | Files: scene01163_horizontalOnly_rot_binaural.npz -> scene01163_horizontalOnly_AMBIX.npy
ID: scene01164 | Difficulty: 2.0 | Files: scene01164_horizontalOnly_rot_binaural.npz -> scene01164_horizontalOnly_AMBIX.npy
ID: scene01165 | Difficulty: 2.0 | Files: scene01165_horizontalOnly_rot_binaural.npz -> scene01165_horizontalOnly_AMBIX.npy
ID: scene01166 | Difficulty: 4.0 | Files: scene01166_horizontalOnly_rot_binaural.npz -> scene01166_horizontalOnly_AMBIX.npy
ID: scene01167 | Difficulty: 1.0 | Files: scene01167_horizontalOnly_rot_binaural.npz -> scene01167_horizontalOnly_AMBIX.npy
ID: scene01168 | Difficulty: 3.0 | Files: scene01168_horizontalOnly_rot_binaural.npz -> scene01168_horizontalOnly_AMBIX.npy
ID: scene01169 | Difficulty: 2.0 | Files: scene01169_horizontalOnly_rot_binaural.npz -> scene01169_horizontalOnly_AMBIX.npy
ID: scene01170 | Difficulty: 3.0 | Files: scene01170_horizontalOnly_rot_binaural.npz -> scene01170_horizontalOnly_AMBIX.npy
ID: scene01171 | Difficulty: 2.0 | Files: scene01171_horizontalOnly_rot_binaural.npz -> scene01171_horizontalOnly_AMBIX.npy
ID: scene01172 | Difficulty: 5.0 | Files: scene01172_horizontalOnly_rot_binaural.npz -> scene01172_horizontalOnly_AMBIX.npy
ID: scene01173 | Difficulty: 1.0 | Files: scene01173_horizontalOnly_rot_binaural.npz -> scene01173_horizontalOnly_AMBIX.npy
ID: scene01174 | Difficulty: 1.0 | Files: scene01174_horizontalOnly_rot_binaural.npz -> scene01174_horizontalOnly_AMBIX.npy
ID: scene01175 | Difficulty: 4.0 | Files: scene01175_horizontalOnly_rot_binaural.npz -> scene01175_horizontalOnly_AMBIX.npy
ID: scene01176 | Difficulty: 2.0 | Files: scene01176_horizontalOnly_rot_binaural.npz -> scene01176_horizontalOnly_AMBIX.npy
ID: scene01177 | Difficulty: 1.0 | Files: scene01177_horizontalOnly_rot_binaural.npz -> scene01177_horizontalOnly_AMBIX.npy
ID: scene01178 | Difficulty: 3.0 | Files: scene01178_horizontalOnly_rot_binaural.npz -> scene01178_horizontalOnly_AMBIX.npy
ID: scene01179 | Difficulty: 2.0 | Files: scene01179_horizontalOnly_rot_binaural.npz -> scene01179_horizontalOnly_AMBIX.npy
ID: scene01180 | Difficulty: 3.0 | Files: scene01180_horizontalOnly_rot_binaural.npz -> scene01180_horizontalOnly_AMBIX.npy
ID: scene01181 | Difficulty: 3.0 | Files: scene01181_horizontalOnly_rot_binaural.npz -> scene01181_horizontalOnly_AMBIX.npy
ID: scene01182 | Difficulty: 2.0 | Files: scene01182_horizontalOnly_rot_binaural.npz -> scene01182_horizontalOnly_AMBIX.npy
ID: scene01183 | Difficulty: 2.0 | Files: scene01183_horizontalOnly_rot_binaural.npz -> scene01183_horizontalOnly_AMBIX.npy
ID: scene01184 | Difficulty: 2.0 | Files: scene01184_horizontalOnly_rot_binaural.npz -> scene01184_horizontalOnly_AMBIX.npy
ID: scene01185 | Difficulty: 5.0 | Files: scene01185_horizontalOnly_rot_binaural.npz -> scene01185_horizontalOnly_AMBIX.npy
ID: scene01186 | Difficulty: 4.0 | Files: scene01186_horizontalOnly_rot_binaural.npz -> scene01186_horizontalOnly_AMBIX.npy
ID: scene01187 | Difficulty: 4.0 | Files: scene01187_horizontalOnly_rot_binaural.npz -> scene01187_horizontalOnly_AMBIX.npy
ID: scene01188 | Difficulty: 4.0 | Files: scene01188_horizontalOnly_rot_binaural.npz -> scene01188_horizontalOnly_AMBIX.npy
ID: scene01189 | Difficulty: 2.0 | Files: scene01189_horizontalOnly_rot_binaural.npz -> scene01189_horizontalOnly_AMBIX.npy
ID: scene01190 | Difficulty: 4.0 | Files: scene01190_horizontalOnly_rot_binaural.npz -> scene01190_horizontalOnly_AMBIX.npy
ID: scene01191 | Difficulty: 3.0 | Files: scene01191_horizontalOnly_rot_binaural.npz -> scene01191_horizontalOnly_AMBIX.npy
ID: scene01192 | Difficulty: 1.0 | Files: scene01192_horizontalOnly_rot_binaural.npz -> scene01192_horizontalOnly_AMBIX.npy
ID: scene01193 | Difficulty: 2.0 | Files: scene01193_horizontalOnly_rot_binaural.npz -> scene01193_horizontalOnly_AMBIX.npy
ID: scene01194 | Difficulty: 4.0 | Files: scene01194_horizontalOnly_rot_binaural.npz -> scene01194_horizontalOnly_AMBIX.npy
ID: scene01195 | Difficulty: 2.0 | Files: scene01195_horizontalOnly_rot_binaural.npz -> scene01195_horizontalOnly_AMBIX.npy
ID: scene01196 | Difficulty: 4.0 | Files: scene01196_horizontalOnly_rot_binaural.npz -> scene01196_horizontalOnly_AMBIX.npy
ID: scene01197 | Difficulty: 3.0 | Files: scene01197_horizontalOnly_rot_binaural.npz -> scene01197_horizontalOnly_AMBIX.npy
ID: scene01198 | Difficulty: 1.0 | Files: scene01198_horizontalOnly_rot_binaural.npz -> scene01198_horizontalOnly_AMBIX.npy
ID: scene01199 | Difficulty: 5.0 | Files: scene01199_horizontalOnly_rot_binaural.npz -> scene01199_horizontalOnly_AMBIX.npy
ID: scene01200 | Difficulty: 3.0 | Files: scene01200_horizontalOnly_rot_binaural.npz -> scene01200_horizontalOnly_AMBIX.npy
ID: scene01201 | Difficulty: 4.0 | Files: scene01201_horizontalOnly_rot_binaural.npz -> scene01201_horizontalOnly_AMBIX.npy
ID: scene01202 | Difficulty: 2.0 | Files: scene01202_horizontalOnly_rot_binaural.npz -> scene01202_horizontalOnly_AMBIX.npy
ID: scene01203 | Difficulty: 2.0 | Files: scene01203_horizontalOnly_rot_binaural.npz -> scene01203_horizontalOnly_AMBIX.npy
ID: scene01204 | Difficulty: 2.0 | Files: scene01204_horizontalOnly_rot_binaural.npz -> scene01204_horizontalOnly_AMBIX.npy
ID: scene01205 | Difficulty: 1.0 | Files: scene01205_horizontalOnly_rot_binaural.npz -> scene01205_horizontalOnly_AMBIX.npy
ID: scene01206 | Difficulty: 1.0 | Files: scene01206_horizontalOnly_rot_binaural.npz -> scene01206_horizontalOnly_AMBIX.npy
ID: scene01207 | Difficulty: 2.0 | Files: scene01207_horizontalOnly_rot_binaural.npz -> scene01207_horizontalOnly_AMBIX.npy
ID: scene01208 | Difficulty: 5.0 | Files: scene01208_horizontalOnly_rot_binaural.npz -> scene01208_horizontalOnly_AMBIX.npy
ID: scene01209 | Difficulty: 1.0 | Files: scene01209_horizontalOnly_rot_binaural.npz -> scene01209_horizontalOnly_AMBIX.npy
ID: scene01210 | Difficulty: 1.0 | Files: scene01210_horizontalOnly_rot_binaural.npz -> scene01210_horizontalOnly_AMBIX.npy
ID: scene01211 | Difficulty: 2.0 | Files: scene01211_horizontalOnly_rot_binaural.npz -> scene01211_horizontalOnly_AMBIX.npy
ID: scene01212 | Difficulty: 2.0 | Files: scene01212_horizontalOnly_rot_binaural.npz -> scene01212_horizontalOnly_AMBIX.npy
ID: scene01213 | Difficulty: 2.0 | Files: scene01213_horizontalOnly_rot_binaural.npz -> scene01213_horizontalOnly_AMBIX.npy
ID: scene01214 | Difficulty: 2.0 | Files: scene01214_horizontalOnly_rot_binaural.npz -> scene01214_horizontalOnly_AMBIX.npy
ID: scene01215 | Difficulty: 1.0 | Files: scene01215_horizontalOnly_rot_binaural.npz -> scene01215_horizontalOnly_AMBIX.npy
ID: scene01216 | Difficulty: 3.0 | Files: scene01216_horizontalOnly_rot_binaural.npz -> scene01216_horizontalOnly_AMBIX.npy
ID: scene01217 | Difficulty: 1.0 | Files: scene01217_horizontalOnly_rot_binaural.npz -> scene01217_horizontalOnly_AMBIX.npy
ID: scene01218 | Difficulty: 2.0 | Files: scene01218_horizontalOnly_rot_binaural.npz -> scene01218_horizontalOnly_AMBIX.npy
ID: scene01219 | Difficulty: 2.0 | Files: scene01219_horizontalOnly_rot_binaural.npz -> scene01219_horizontalOnly_AMBIX.npy
ID: scene01220 | Difficulty: 3.0 | Files: scene01220_horizontalOnly_rot_binaural.npz -> scene01220_horizontalOnly_AMBIX.npy
ID: scene01221 | Difficulty: 3.0 | Files: scene01221_horizontalOnly_rot_binaural.npz -> scene01221_horizontalOnly_AMBIX.npy
ID: scene01222 | Difficulty: 2.0 | Files: scene01222_horizontalOnly_rot_binaural.npz -> scene01222_horizontalOnly_AMBIX.npy
ID: scene01223 | Difficulty: 3.0 | Files: scene01223_horizontalOnly_rot_binaural.npz -> scene01223_horizontalOnly_AMBIX.npy
ID: scene01224 | Difficulty: 1.0 | Files: scene01224_horizontalOnly_rot_binaural.npz -> scene01224_horizontalOnly_AMBIX.npy
ID: scene01225 | Difficulty: 2.0 | Files: scene01225_horizontalOnly_rot_binaural.npz -> scene01225_horizontalOnly_AMBIX.npy
ID: scene01226 | Difficulty: 7.0 | Files: scene01226_horizontalOnly_rot_binaural.npz -> scene01226_horizontalOnly_AMBIX.npy
ID: scene01227 | Difficulty: 3.0 | Files: scene01227_horizontalOnly_rot_binaural.npz -> scene01227_horizontalOnly_AMBIX.npy
ID: scene01228 | Difficulty: 4.0 | Files: scene01228_horizontalOnly_rot_binaural.npz -> scene01228_horizontalOnly_AMBIX.npy
ID: scene01229 | Difficulty: 2.0 | Files: scene01229_horizontalOnly_rot_binaural.npz -> scene01229_horizontalOnly_AMBIX.npy
ID: scene01230 | Difficulty: 1.0 | Files: scene01230_horizontalOnly_rot_binaural.npz -> scene01230_horizontalOnly_AMBIX.npy
ID: scene01231 | Difficulty: 2.0 | Files: scene01231_horizontalOnly_rot_binaural.npz -> scene01231_horizontalOnly_AMBIX.npy
ID: scene01232 | Difficulty: 1.0 | Files: scene01232_horizontalOnly_rot_binaural.npz -> scene01232_horizontalOnly_AMBIX.npy
ID: scene01233 | Difficulty: 2.0 | Files: scene01233_horizontalOnly_rot_binaural.npz -> scene01233_horizontalOnly_AMBIX.npy
ID: scene01234 | Difficulty: 4.0 | Files: scene01234_horizontalOnly_rot_binaural.npz -> scene01234_horizontalOnly_AMBIX.npy
ID: scene01235 | Difficulty: 3.0 | Files: scene01235_horizontalOnly_rot_binaural.npz -> scene01235_horizontalOnly_AMBIX.npy
ID: scene01236 | Difficulty: 2.0 | Files: scene01236_horizontalOnly_rot_binaural.npz -> scene01236_horizontalOnly_AMBIX.npy
ID: scene01237 | Difficulty: 4.0 | Files: scene01237_horizontalOnly_rot_binaural.npz -> scene01237_horizontalOnly_AMBIX.npy
ID: scene01238 | Difficulty: 4.0 | Files: scene01238_horizontalOnly_rot_binaural.npz -> scene01238_horizontalOnly_AMBIX.npy
ID: scene01239 | Difficulty: 2.0 | Files: scene01239_horizontalOnly_rot_binaural.npz -> scene01239_horizontalOnly_AMBIX.npy
ID: scene01240 | Difficulty: 1.0 | Files: scene01240_horizontalOnly_rot_binaural.npz -> scene01240_horizontalOnly_AMBIX.npy
ID: scene01241 | Difficulty: 2.0 | Files: scene01241_horizontalOnly_rot_binaural.npz -> scene01241_horizontalOnly_AMBIX.npy
ID: scene01242 | Difficulty: 3.0 | Files: scene01242_horizontalOnly_rot_binaural.npz -> scene01242_horizontalOnly_AMBIX.npy
ID: scene01243 | Difficulty: 1.0 | Files: scene01243_horizontalOnly_rot_binaural.npz -> scene01243_horizontalOnly_AMBIX.npy
ID: scene01244 | Difficulty: 4.0 | Files: scene01244_horizontalOnly_rot_binaural.npz -> scene01244_horizontalOnly_AMBIX.npy
ID: scene01245 | Difficulty: 4.0 | Files: scene01245_horizontalOnly_rot_binaural.npz -> scene01245_horizontalOnly_AMBIX.npy
ID: scene01246 | Difficulty: 3.0 | Files: scene01246_horizontalOnly_rot_binaural.npz -> scene01246_horizontalOnly_AMBIX.npy
ID: scene01247 | Difficulty: 2.0 | Files: scene01247_horizontalOnly_rot_binaural.npz -> scene01247_horizontalOnly_AMBIX.npy
ID: scene01248 | Difficulty: 1.0 | Files: scene01248_horizontalOnly_rot_binaural.npz -> scene01248_horizontalOnly_AMBIX.npy
ID: scene01249 | Difficulty: 4.0 | Files: scene01249_horizontalOnly_rot_binaural.npz -> scene01249_horizontalOnly_AMBIX.npy
ID: scene01250 | Difficulty: 1.0 | Files: scene01250_horizontalOnly_rot_binaural.npz -> scene01250_horizontalOnly_AMBIX.npy
ID: scene01251 | Difficulty: 1.0 | Files: scene01251_horizontalOnly_rot_binaural.npz -> scene01251_horizontalOnly_AMBIX.npy
ID: scene01252 | Difficulty: 1.0 | Files: scene01252_horizontalOnly_rot_binaural.npz -> scene01252_horizontalOnly_AMBIX.npy
ID: scene01253 | Difficulty: 2.0 | Files: scene01253_horizontalOnly_rot_binaural.npz -> scene01253_horizontalOnly_AMBIX.npy
ID: scene01254 | Difficulty: 3.0 | Files: scene01254_horizontalOnly_rot_binaural.npz -> scene01254_horizontalOnly_AMBIX.npy
ID: scene01255 | Difficulty: 2.0 | Files: scene01255_horizontalOnly_rot_binaural.npz -> scene01255_horizontalOnly_AMBIX.npy
ID: scene01256 | Difficulty: 4.0 | Files: scene01256_horizontalOnly_rot_binaural.npz -> scene01256_horizontalOnly_AMBIX.npy
ID: scene01257 | Difficulty: 2.0 | Files: scene01257_horizontalOnly_rot_binaural.npz -> scene01257_horizontalOnly_AMBIX.npy
ID: scene01258 | Difficulty: 1.0 | Files: scene01258_horizontalOnly_rot_binaural.npz -> scene01258_horizontalOnly_AMBIX.npy
ID: scene01259 | Difficulty: 3.0 | Files: scene01259_horizontalOnly_rot_binaural.npz -> scene01259_horizontalOnly_AMBIX.npy
